9.985428048299576087e-01 1.011845821573735815e+00 1.134388880253631271e+00 1.151693788993936263e+00 1.032585743404491607e+00 1.171374007420940222e+00
1.002350530190077915e+00 1.013520525296446317e+00 1.103501719687136839e+00 1.301226811817255635e+00 1.132558842841456137e+00 1.195462587673836286e+00
1.000332899092831518e+00 1.014387870784293044e+00 1.134635941954342808e+00 1.099932930097181183e+00 1.062900360200844219e+00 1.191453164246970564e+00
9.981910453225590896e-01 1.017600234488510447e+00 1.110438120891518166e+00 1.195373769800436303e+00 1.054332690773389869e+00 1.104263821692414549e+00
9.991437975551099582e-01 1.017038373701722564e+00 1.130147162111275971e+00 1.132347621988725628e+00 1.063674202608397179e+00 1.112780901234106112e+00
9.988886926035543956e-01 1.018894742968650791e+00 1.135833836444671840e+00 1.240912951474180126e+00 1.013092658060036122e+00 1.060659719516099830e+00
9.992248784568590336e-01 1.014312120231964709e+00 1.099397244848744348e+00 1.217539000049411957e+00 1.087407481815002797e+00 1.216709207529854453e+00
9.997618176351155128e-01 1.018779859954414890e+00 1.104426723423703294e+00 1.160313349107793934e+00 1.069686029995542409e+00 1.323207985592405933e+00
9.988833051508082539e-01 1.019286244132773689e+00 1.122724858313418395e+00 1.259633321056402577e+00 1.072452073581008358e+00 1.134424340104964291e+00
1.002902992368225998e+00 1.013127474546954288e+00 1.123386759811582980e+00 1.087577480034341626e+00 1.023367076787471852e+00 1.076551102114958081e+00
1.001770843825531498e+00 1.011927891897587362e+00 1.108246867789810963e+00 1.088040270045164792e+00 1.025418166044776314e+00 1.089893044112540066e+00
1.001916583499429914e+00 1.019343674483980111e+00 1.090663912063843277e+00 1.151660065527110977e+00 1.079034173886863623e+00 1.250954606078714004e+00
1.003723800539812139e+00 1.011480579974839866e+00 1.112294334000635043e+00 1.183332108436800034e+00 1.063196392632664633e+00 1.089037445283786987e+00
1.001543500880985649e+00 1.008881698684191086e+00 1.141968200786934506e+00 1.114275058064615909e+00 1.053048391475442047e+00 1.150167558158013748e+00
1.000073236524031683e+00 1.018334653783917965e+00 1.093660344511715454e+00 1.101347113918838883e+00 1.015785375101376342e+00 1.118104668498160814e+00
9.996591704794632882e-01 1.012139188874525031e+00 1.128951124158355857e+00 1.102375763056347990e+00 1.038140745407838184e+00 1.191399121594693522e+00
1.000125052961707395e+00 1.017457577069873276e+00 1.109665192036607628e+00 1.202435025263650648e+00 1.080686804121560485e+00 1.293107143699620876e+00
1.001134986107356628e+00 1.013446249903308116e+00 1.151989891041842018e+00 1.163347810240666469e+00 1.016427825514344851e+00 1.123687959919771551e+00
9.974672651924600952e-01 1.019019387747354788e+00 1.104487402880522051e+00 1.044781749841856788e+00 1.032031689015932230e+00 1.160932376791335541e+00
9.995266659201849091e-01 1.014177995580070935e+00 1.102958223220173339e+00 1.220648096179967057e+00 1.041180496285734725e+00 1.110027564515521981e+00
1.002312965564741809e+00 1.013626499299086881e+00 1.091568978827480940e+00 1.187291591526171919e+00 1.049200006482334135e+00 1.112339833562446367e+00
