9.951900905269299713e-01 1.006300843935970635e+00 1.035083118062725127e+00 1.246662419985715697e+00 1.299836740044781003e+00 1.318756023085547735e+00 1.577787206981375867e+00
9.951780819986495441e-01 1.007789022606393470e+00 1.030763586874592574e+00 1.264046368383597629e+00 1.272468402936567156e+00 1.265915900164189978e+00 1.399955513242698624e+00
9.955679136374366855e-01 1.001464591306544971e+00 1.034776834033161785e+00 1.253692119822871653e+00 1.335351684127770611e+00 1.280201230034230031e+00 1.399752245942401885e+00
9.959083143875037125e-01 1.001942675229531510e+00 1.034659215356356299e+00 1.309701452575576353e+00 1.337175154898363250e+00 1.282973030570683903e+00 1.401832389349266794e+00
9.957879030771065176e-01 1.003652865067105493e+00 1.045164176452027416e+00 1.256667457019245093e+00 1.403467204547596436e+00 1.300638950843341801e+00 1.417106754233339760e+00
9.957638325955706637e-01 9.997482306759533088e-01 1.041162869301254457e+00 1.302808471748837071e+00 1.315976045455991006e+00 1.257467029389421231e+00 1.391316571248210288e+00
9.961040366094334741e-01 1.001822298743275885e+00 1.036198192109353711e+00 1.318909095451888724e+00 1.265292215157349354e+00 1.283816004741119121e+00 1.495404687936877419e+00
9.958157711312511928e-01 9.987650926439535226e-01 1.039357763564457526e+00 1.245483873504121153e+00 1.333853382915134222e+00 1.362337336062363846e+00 1.464947231149771323e+00
9.959613182553408439e-01 1.003657350837477313e+00 1.035649629804489269e+00 1.269844896018568425e+00 1.385388508040430899e+00 1.378863213697379519e+00 1.486835503335666164e+00
9.953144440483550071e-01 1.008402421182371889e+00 1.040845919843675249e+00 1.295585811212947469e+00 1.308645663111301038e+00 1.301935226646977029e+00 1.513362178442833716e+00
9.955723999691863391e-01 1.004248425341684570e+00 1.053934794208207570e+00 1.293799895693130031e+00 1.394673572889375324e+00 1.311508228572028756e+00 1.570444492321236396e+00
9.957225027561550368e-01 1.008226847185054176e+00 1.032416520025079887e+00 1.278659454321996680e+00 1.301928007076941674e+00 1.272003547434239712e+00 1.376443380249261272e+00
9.958558729302031676e-01 1.006152795646270359e+00 1.029270031136543473e+00 1.325943275613408634e+00 1.343448639037349013e+00 1.278179343966834747e+00 1.452874529314198471e+00
9.955543175994796545e-01 1.001038682528787360e+00 1.032063898694980608e+00 1.292479905233214765e+00 1.254514263538736962e+00 1.257499186027966953e+00 1.427476143000809161e+00
9.961613872539343273e-01 9.999500645854981773e-01 1.038819563636860011e+00 1.265158923028445015e+00 1.354903689455163152e+00 1.353417688423505405e+00 1.554846556187401418e+00
9.955260700409418462e-01 1.002398575800261149e+00 1.036105643386066033e+00 1.298924431549997260e+00 1.318983534223468812e+00 1.303484838705157411e+00 1.447464163124157155e+00
9.953921447996576521e-01 1.005346955751593274e+00 1.038147862953847422e+00 1.290202973783563634e+00 1.291141040934927986e+00 1.310684578637704600e+00 1.406971097110634172e+00
9.958920701766212913e-01 1.003380330679361609e+00 1.045105545683672643e+00 1.293971577145398344e+00 1.368085340969118935e+00 1.345388543411900839e+00 1.446402464406008948e+00
9.957578391085231129e-01 1.001274116997147967e+00 1.042525469215015654e+00 1.230698954551505464e+00 1.406651209657390433e+00 1.339288285307832060e+00 1.463568164043984599e+00
9.956825296366033085e-01 1.007538614735527638e+00 1.038516852584229655e+00 1.261232121513791160e+00 1.342941421025746873e+00 1.311448733159905622e+00 1.456042569148424670e+00
9.955120086571649374e-01 1.004051342891603582e+00 1.039449208285423643e+00 1.212081292216417250e+00 1.372099913535326232e+00 1.337416876860504367e+00 1.421919989173840992e+00
9.957853752652157109e-01 1.003272997265853617e+00 1.039914412203524430e+00 1.239019363880960789e+00 1.378700994756351772e+00 1.351018681129794174e+00 1.418639577264348972e+00
9.956660730122751657e-01 1.000597376587094134e+00 1.049601576717509088e+00 1.288846499942643664e+00 1.328515004339950956e+00 1.292899312502568732e+00 1.587390654538926249e+00
9.957761632619086534e-01 1.001316156170120042e+00 1.041439598872445194e+00 1.276999793347247003e+00 1.343865293549453943e+00 1.299320642509806722e+00 1.519003095846189533e+00
9.955690065614042350e-01 1.007535771583378370e+00 1.040690201368361434e+00 1.266381533673016868e+00 1.359495782573084455e+00 1.356410933064315039e+00 1.511505914250504956e+00
9.960621941148162239e-01 1.000144184727145946e+00 1.046884973834524502e+00 1.254561008819627510e+00 1.325110798359744768e+00 1.302746991885336048e+00 1.551419582764808291e+00
9.956206864858557770e-01 1.006178823179095128e+00 1.046554072266369539e+00 1.290451136457661852e+00 1.292795990829036734e+00 1.301393482339746388e+00 1.428601212726174907e+00
9.958651821950297300e-01 1.000417330607669353e+00 1.043588908924917957e+00 1.305796482481234477e+00 1.371498198175178596e+00 1.306982188198650752e+00 1.471753004704702494e+00
9.958385452589908482e-01 1.007745612758736087e+00 1.043898206150303487e+00 1.292430277866470467e+00 1.281933298286192402e+00 1.235402881448675938e+00 1.386251730913903746e+00
9.958666204907709041e-01 1.008366432371302635e+00 1.041920600029368149e+00 1.228813571151672557e+00 1.347231828275854859e+00 1.311775776196530963e+00 1.443818054871453427e+00
9.957476525705875048e-01 1.008759998368345956e+00 1.033526859460076164e+00 1.319501969001607433e+00 1.298705876530883874e+00 1.252027605116636355e+00 1.307671343599972502e+00
9.960412573128553104e-01 1.003638457131753592e+00 1.033389326706127376e+00 1.311020284214615250e+00 1.354479802823103762e+00 1.358154836362930107e+00 1.410361314694651647e+00
9.959798547385795287e-01 1.001386463273088889e+00 1.052270282620494379e+00 1.307230641721217390e+00 1.272230914875283059e+00 1.255924826801832594e+00 1.481698887588246638e+00
9.955717625772897428e-01 1.007361554529255354e+00 1.034080101738200863e+00 1.299451317466154165e+00 1.328964092952429343e+00 1.344180276147876274e+00 1.525785998098073915e+00
9.952348172151920247e-01 1.000271889573467021e+00 1.027216197343486570e+00 1.313337579570945213e+00 1.248229420547366519e+00 1.247795425332385078e+00 1.393310402095670586e+00
9.958921316852166195e-01 1.005161543697276283e+00 1.044856794112337450e+00 1.266235992437457103e+00 1.364778840521450709e+00 1.315416023304219806e+00 1.425515551047231044e+00
9.962880969432141853e-01 1.005796286823883667e+00 1.041689287352761006e+00 1.287826802319814279e+00 1.317147560050894395e+00 1.307463491114045029e+00 1.408940587380091536e+00
9.954564615569468922e-01 1.007018308806426621e+00 1.043778319845262814e+00 1.248123317392238807e+00 1.278329678350897503e+00 1.284172292209456945e+00 1.445945339129363738e+00
9.957677050437254707e-01 1.005409596844631048e+00 1.033515209429144655e+00 1.264274744036528508e+00 1.377446073596202636e+00 1.363783130453849912e+00 1.499799227054795514e+00
