1.004290604886380001e+00 1.000185339176339339e+00 1.003028327394402730e+00 1.026611167866156249e+00 1.068629697599007722e+00 1.245028981412598990e+00 1.533966355772107271e+00 1.556518541641768838e+00
1.005095104682651730e+00 9.975583484818577595e-01 1.004817723193923484e+00 1.016184942328152596e+00 1.082347935135651529e+00 1.269804388377516524e+00 1.448801799943711943e+00 1.492905437386893297e+00
9.997123062767792057e-01 1.001673302574994651e+00 1.001673570702704685e+00 1.023628918058193449e+00 1.062390539091850661e+00 1.301951706873371029e+00 1.466981321231509039e+00 1.499602737394070795e+00
9.972886563273013483e-01 9.984579863706548597e-01 1.004461020173037067e+00 1.025264894861668941e+00 1.090096493794497912e+00 1.248092985217104101e+00 1.465371071146676085e+00 1.612352296428165577e+00
9.983261418554119082e-01 1.001617594346780216e+00 1.001849084728046568e+00 1.018109442492148187e+00 1.096219219055112770e+00 1.318141716258563356e+00 1.416606255357105271e+00 1.492027757800372001e+00
9.976825479344938463e-01 1.002215507201142053e+00 1.005914786947663453e+00 1.014898566232839139e+00 1.093921983408470355e+00 1.252783648412348683e+00 1.439198534509852134e+00 1.521676008587415918e+00
9.992608429247595847e-01 1.001538456540794986e+00 1.003132320992822457e+00 1.022432012362361364e+00 1.056515436110919470e+00 1.225313278727059085e+00 1.471195988486731832e+00 1.584887814177034615e+00
9.998844269406904628e-01 9.989935247465633328e-01 1.001403262261715499e+00 1.025745392069881801e+00 1.078848003021064317e+00 1.333336926307818304e+00 1.398934830910938842e+00 1.473804321191021671e+00
9.971015883370117905e-01 1.000591722529087679e+00 1.004656025785704898e+00 1.017865682349198275e+00 1.081244022953198325e+00 1.253742788065796088e+00 1.494641874812567384e+00 1.435541787654915913e+00
9.967898061757519690e-01 9.986030101532508141e-01 1.004724346244130651e+00 1.016654465937004703e+00 1.070521439442688294e+00 1.292769228733878339e+00 1.411885514759771754e+00 1.502000056418315133e+00
9.980096733176302415e-01 9.994871927432174008e-01 1.003742486854218630e+00 1.020525952089429200e+00 1.097474955286449116e+00 1.258189913062697896e+00 1.424016827529553719e+00 1.551366235299803442e+00
9.976474839429629871e-01 1.002215657244684754e+00 1.004472481854137289e+00 1.018650423049440201e+00 1.069350175320840535e+00 1.261685566946980863e+00 1.483934162947031732e+00 1.459688295841752748e+00
9.994013060777466873e-01 1.000302908771773414e+00 1.002867274018365507e+00 1.015649227552542389e+00 1.072183918577106709e+00 1.269539180986254623e+00 1.380520869212586765e+00 1.418297787269840349e+00
1.000868507131410734e+00 9.990326818951402732e-01 1.004708905240406125e+00 1.017653078013910362e+00 1.072052734621509851e+00 1.220290113202441962e+00 1.497027963616312185e+00 1.536749461727821453e+00
9.983326702531851726e-01 9.992057818611073117e-01 1.002810574164746171e+00 1.023962998185393269e+00 1.063620830542499229e+00 1.228555680359977309e+00 1.578734907064124338e+00 1.676486967378454374e+00
9.977589683558127920e-01 1.000197497579344397e+00 1.004652775539328857e+00 1.016890485407967004e+00 1.105154700839565685e+00 1.260755724490893570e+00 1.462838297645159491e+00 1.552119902533634965e+00
1.002401167885918376e+00 1.001673959639421518e+00 1.002227299441101893e+00 1.028433283803739329e+00 1.072942775135140581e+00 1.217750069065766994e+00 1.474634458974378504e+00 1.535387535648915724e+00
9.999676302419617802e-01 9.990538414178782300e-01 1.005460017429764319e+00 1.025429603153645619e+00 1.049581603758509729e+00 1.340455957887443539e+00 1.509316036493369984e+00 1.500019916581517343e+00
1.005826737724933029e+00 1.000667255039112469e+00 1.004586348163390763e+00 1.021885422307619473e+00 1.077923037277099594e+00 1.191040280110637006e+00 1.560172105869291892e+00 1.608547099351949283e+00
9.998972450560830172e-01 1.001249852287496633e+00 1.002572268184493076e+00 1.011804063575628465e+00 1.076143359802836930e+00 1.305751174438559925e+00 1.461906307973662944e+00 1.589322755749277061e+00
9.996588384063689325e-01 9.984274818391923878e-01 1.006215721726587686e+00 1.021360859746781813e+00 1.090848533336330695e+00 1.256746284230688460e+00 1.416034522996686640e+00 1.473825770623336640e+00
9.949280142140497496e-01 9.989582249385275947e-01 1.004897501691712547e+00 1.018255346671846029e+00 1.060425833768303017e+00 1.230243347592701930e+00 1.482901758732278585e+00 1.502814358569277253e+00
1.001755499749613199e+00 1.000704964050813661e+00 9.983789017537710864e-01 1.018403632671055714e+00 1.115776523224600414e+00 1.315556353540445755e+00 1.380906321149527605e+00 1.557216162094286371e+00
9.971266548675963293e-01 9.987040028575784323e-01 1.008534966059218885e+00 1.014525818594597784e+00 1.079018710971968442e+00 1.242641124893749227e+00 1.465399433610887092e+00 1.518959067912893479e+00
1.000284758123882511e+00 9.997963411943427969e-01 1.002468829895708069e+00 1.026632387329890150e+00 1.085227057159517949e+00 1.340685576266933632e+00 1.422995113524026634e+00 1.512763961966056225e+00
9.955349291917084953e-01 1.001291944930204902e+00 1.001597321452684541e+00 1.022821776856673193e+00 1.065574816445681527e+00 1.239350975327466964e+00 1.507458865558860994e+00 1.718906127462592748e+00
1.001479857528989381e+00 9.986841359984943711e-01 1.004588110167058845e+00 1.030863472187887986e+00 1.079049130419010627e+00 1.212977048835152782e+00 1.404674112498717431e+00 1.555735564500669632e+00
1.001395158938824803e+00 9.981652633657495111e-01 1.004301075571405910e+00 1.022722151054945572e+00 1.078717508265440772e+00 1.262571705496284391e+00 1.435963153357367794e+00 1.487687316664459303e+00
1.000394614740921284e+00 9.984289168516510271e-01 1.010960872156566603e+00 1.016989690573815830e+00 1.081510570537789873e+00 1.323145747750101631e+00 1.389100701317915298e+00 1.381543035291794119e+00
9.980039833116680636e-01 1.000968989551989541e+00 1.004899480790393262e+00 1.020036494804136051e+00 1.067414059418374972e+00 1.280740014856137643e+00 1.488062310504540742e+00 1.486149699665540336e+00
9.972622167678926175e-01 9.991175606861975034e-01 1.006290630619410154e+00 1.018035682379820450e+00 1.095730904222801616e+00 1.289401399012389815e+00 1.400294472079096408e+00 1.505654042245345714e+00
9.965930907603768318e-01 1.000035009889340243e+00 1.004283382345634301e+00 1.017754426983094040e+00 1.072296006356862286e+00 1.303479453962015144e+00 1.497525450011216286e+00 1.582589781634866855e+00
9.981941419950628447e-01 1.002941957332254663e+00 1.003907000790723147e+00 1.021170943807680587e+00 1.089490518428153809e+00 1.311361981873930160e+00 1.446016521171011870e+00 1.630303786396082755e+00
9.968937038667065043e-01 1.000150307886634504e+00 1.002491173254012047e+00 1.014860540924348964e+00 1.085012128927112851e+00 1.247967513718571952e+00 1.568433178693593888e+00 1.590532512312491376e+00
9.966798997605041954e-01 9.995009591864157938e-01 1.004929837814678262e+00 1.017234701738068292e+00 1.087183887928546477e+00 1.287121480505370563e+00 1.516986329921366394e+00 1.524564347080066939e+00
9.972891956887091069e-01 9.982511336561075144e-01 1.003017249596395377e+00 1.017033227549388963e+00 1.080976287393649482e+00 1.299810202577601270e+00 1.487216957955145080e+00 1.535144035620914060e+00
9.990870828430284956e-01 1.002062568583199420e+00 1.002271978769734950e+00 1.024239950019689260e+00 1.075110860237703747e+00 1.253477563794282545e+00 1.450409145376729603e+00 1.457080870766095826e+00
1.003005069667257665e+00 9.976847252714924341e-01 1.004578688689378829e+00 1.015243277605443861e+00 1.075719545133450694e+00 1.285637391587209688e+00 1.405861322985914041e+00 1.547045254362896527e+00
9.956865448500948901e-01 9.997901814884354588e-01 1.004934043071529226e+00 1.018278380449337384e+00 1.076271334959887138e+00 1.248685082664419133e+00 1.500196025476106865e+00 1.617807992813842466e+00
9.950307415131440791e-01 9.990872954672340711e-01 1.001855533425704659e+00 1.019844056591080461e+00 1.077043803610768569e+00 1.279188059288261625e+00 1.443811003198570697e+00 1.542589798150014291e+00
9.991571481280532296e-01 1.001154722098674288e+00 1.002867828970667174e+00 1.019839303251811158e+00 1.107151301369145635e+00 1.302644613467828227e+00 1.468256753160968486e+00 1.654295876713413271e+00
1.004900245742091691e+00 9.977579498383521983e-01 1.003024355586216387e+00 1.016321527275842129e+00 1.081853104553181177e+00 1.237210064959014311e+00 1.505468898190641891e+00 1.530896579437274418e+00
9.953086650617660736e-01 1.000626346468699301e+00 1.005704791795670516e+00 1.027517423983095535e+00 1.091947254213829765e+00 1.291054462032960481e+00 1.466223337867585297e+00 1.424971985869006641e+00
9.953280771577684982e-01 9.986427160805985137e-01 1.004653010904821064e+00 1.023469453971406873e+00 1.070949514224706522e+00 1.237803929089690946e+00 1.448353381150390584e+00 1.396182617664722958e+00
9.971764228099213589e-01 9.992212562312094981e-01 1.004616771448107571e+00 1.016792370793845990e+00 1.082638587352229065e+00 1.250913240738245946e+00 1.451872416150348233e+00 1.561877603878635945e+00
1.001907452732248904e+00 9.980072011275917809e-01 1.001721509679471378e+00 1.019119183471316914e+00 1.099293865509699097e+00 1.262288503070760459e+00 1.411167886056686527e+00 1.451469367981841785e+00
9.979411005276469515e-01 1.000383222098962577e+00 1.003996862763753661e+00 1.023796946938754449e+00 1.076148418069613921e+00 1.266138366396687420e+00 1.438699876842886249e+00 1.496421683123776436e+00
1.002243336667558715e+00 9.994053645065885672e-01 1.002869748471123534e+00 1.025662521380915848e+00 1.089512709016114300e+00 1.244437393100641387e+00 1.448392542538992522e+00 1.547460288612832358e+00
9.982506454850488264e-01 9.992470156111625812e-01 1.006467525880883507e+00 1.015567086796714813e+00 1.080006780160300384e+00 1.267539354560254239e+00 1.548677395556853131e+00 1.575973439022100742e+00
1.001025521527262985e+00 1.000217039180255618e+00 1.003314981241604231e+00 1.017617326329599337e+00 1.057776821831507785e+00 1.241901495572562242e+00 1.453959303414997573e+00 1.498473103809147222e+00
9.970321474235177561e-01 9.981723726534186270e-01 1.004025924172961437e+00 1.018177438903642651e+00 1.080632126915029634e+00 1.291714236448400221e+00 1.545315102271171082e+00 1.623721074716636403e+00
9.992093200223967076e-01 1.000620784691520715e+00 1.002310526053002304e+00 1.023912145083618164e+00 1.081914178361068846e+00 1.272173448255655703e+00 1.559649603992031119e+00 1.587352709771991721e+00
1.001668794343981705e+00 9.990373753970780424e-01 1.007722531805222088e+00 1.012525741001189861e+00 1.086986284409828585e+00 1.289496880480976992e+00 1.442172616028741361e+00 1.451651281245550429e+00
1.000790450841841484e+00 9.954832238978617021e-01 1.002489155642240171e+00 1.023058774209315569e+00 1.075718267861737409e+00 1.199155631595529625e+00 1.559901219074688372e+00 1.671052568049555154e+00
1.003194587416798900e+00 1.000240245444885767e+00 1.003803009579446348e+00 1.023183679803518098e+00 1.082975443302267360e+00 1.306208699081166769e+00 1.466094660131495031e+00 1.599980536236569328e+00
9.977764722682795906e-01 1.000488786854330847e+00 1.004069207904149774e+00 1.016395859141688174e+00 1.094387736780839226e+00 1.269874123503236696e+00 1.492847674776673461e+00 1.576104793275594940e+00
9.995357616784403820e-01 1.001874704485700374e+00 1.002260920339206551e+00 1.019206512327553105e+00 1.086884592368544844e+00 1.277911926760877837e+00 1.420814445670982806e+00 1.602330753442677835e+00
