1.001777862221398419e+00 1.014386150772916384e+00 1.061833579141914896e+00 1.204094962009537806e+00 1.339641922236024074e+00 1.378512001253386243e+00
1.001768067077175361e+00 1.017785922382572039e+00 1.062429368726722778e+00 1.203069143048312473e+00 1.330853835846981248e+00 1.355626647585640221e+00
1.000275718082341392e+00 1.019564843841730184e+00 1.045973518974466110e+00 1.247381391776610338e+00 1.306714929562781347e+00 1.312051615045149777e+00
1.001453164261631334e+00 1.013725508668904762e+00 1.062010651085856683e+00 1.188156052988580402e+00 1.342266961023194316e+00 1.420965498618702805e+00
1.000997931046020195e+00 1.013102409971276874e+00 1.064458135855892662e+00 1.213730007481775175e+00 1.338740836123791134e+00 1.349198186887725193e+00
1.001477492122584856e+00 1.017485696688303021e+00 1.048912158385192805e+00 1.182085506021398613e+00 1.382234654773709437e+00 1.353855086202934377e+00
1.000844319857833398e+00 1.011167932026411753e+00 1.078776848900129925e+00 1.221890028684901486e+00 1.389441161101459432e+00 1.353618607906915017e+00
1.001331185594717343e+00 1.011906967213988651e+00 1.066346099155167426e+00 1.234663343566108962e+00 1.314688474491773507e+00 1.399042737792126845e+00
1.001631779915845843e+00 1.014182560176828840e+00 1.079514356810504561e+00 1.267046208092853732e+00 1.226310652284831715e+00 1.407879146518935087e+00
1.000802379636166917e+00 1.016644718971032813e+00 1.097667038541607187e+00 1.217319556127469005e+00 1.299271576841694031e+00 1.275454602130220882e+00
1.001382318033130492e+00 1.014732970861493389e+00 1.062584410343685448e+00 1.236708533795733977e+00 1.353140830615493062e+00 1.359017399295775697e+00
1.001544950461142225e+00 1.020313662586243453e+00 1.058300795420646923e+00 1.223656602369855850e+00 1.236461149609759502e+00 1.291274595764778876e+00
1.001281748796615245e+00 1.010749844141900278e+00 1.070949569571848503e+00 1.215253904570583687e+00 1.323191744569093053e+00 1.390316081023748485e+00
1.001017173114583603e+00 1.013757606970044023e+00 1.069387509175956374e+00 1.240899351786055593e+00 1.261546091381386070e+00 1.412693539160686962e+00
9.995416747891032738e-01 1.015217511934015659e+00 1.062563874657908025e+00 1.222532912897215773e+00 1.298615851321151649e+00 1.375924208596118525e+00
1.001000556628414806e+00 1.016122558585855984e+00 1.060699883506286412e+00 1.262367224309128622e+00 1.347678603291890598e+00 1.358404963234405072e+00
1.001051543468332250e+00 1.012180167749679782e+00 1.052731273478601404e+00 1.240394792537373725e+00 1.311500574204344183e+00 1.389488655000963302e+00
1.001050841803674984e+00 1.013906605902831215e+00 1.075605489450277563e+00 1.249576305934758880e+00 1.264305678843863134e+00 1.349307103027223897e+00
1.002321874285075909e+00 1.018424972741281520e+00 1.062594965662792434e+00 1.168126967337173694e+00 1.369409211927290482e+00 1.319104599857614080e+00
1.000386554950557727e+00 1.016121326165098981e+00 1.060359677075638940e+00 1.210844925457774890e+00 1.280544202738107984e+00 1.360423120180935586e+00
1.001908723484356667e+00 1.014581428817431297e+00 1.065659428631805739e+00 1.210374869619375904e+00 1.276270271188410188e+00 1.423899065456559310e+00
1.001184021592418150e+00 1.011095444475128780e+00 1.059983220197008524e+00 1.187036481472750094e+00 1.336031658260181887e+00 1.319702379578572060e+00
1.001141786634289099e+00 1.016707676987868236e+00 1.052656347732092046e+00 1.271974488683659477e+00 1.306811676912184694e+00 1.446633506714178674e+00
1.001463380060707564e+00 1.013743106406012284e+00 1.050183099180826307e+00 1.228127952814387580e+00 1.263750735861460806e+00 1.330671289850350103e+00
1.000848183420539161e+00 1.016040959845602387e+00 1.053181933502837175e+00 1.230974023499954662e+00 1.340994016804477162e+00 1.385959674942319086e+00
1.001107815900363240e+00 1.009614159247846255e+00 1.058873543220685942e+00 1.280144978222298002e+00 1.289370793395900883e+00 1.290604107089300623e+00
1.001120749736416293e+00 1.015381851858243589e+00 1.052690286433533018e+00 1.285059084384092110e+00 1.312464093410642185e+00 1.297243586170543139e+00
1.002479604599831209e+00 1.017022439280787838e+00 1.062848485472739135e+00 1.261001368273651169e+00 1.257082894864987033e+00 1.435222772407957370e+00
1.001641472749378758e+00 1.015577612095290183e+00 1.054854912120038124e+00 1.267185936568889115e+00 1.318276027195137479e+00 1.323780481140799159e+00
1.001127628580247286e+00 1.014073240156192712e+00 1.062662672718946988e+00 1.236825065502969556e+00 1.290269261017450653e+00 1.347154724397408909e+00
1.001656836309464671e+00 1.016376615583910459e+00 1.059528387224837553e+00 1.249360530334693298e+00 1.301094714466984659e+00 1.406227671410041680e+00
1.002712064944790260e+00 1.015255026539974459e+00 1.040865403321495464e+00 1.260103953449945191e+00 1.262454672044587944e+00 1.414184583297036113e+00
1.000084692708724798e+00 1.018060554031329668e+00 1.071845472415418055e+00 1.283421725980184336e+00 1.251042039072276291e+00 1.340406365267239108e+00
1.000540079365925150e+00 1.015569355166165977e+00 1.062264586084331608e+00 1.299816405425228139e+00 1.273692739790683870e+00 1.263998699278273907e+00
1.000739966557346650e+00 1.025675786849954418e+00 1.043813020960692173e+00 1.195171020112712368e+00 1.381121186451481853e+00 1.413628447547819134e+00
1.001358465497667272e+00 1.015313940742920140e+00 1.067314490533200377e+00 1.194563195318016025e+00 1.288812513897419354e+00 1.325332673224444147e+00
1.001209280380658706e+00 1.015568764420210934e+00 1.045211053030563830e+00 1.253847218961632315e+00 1.284979414901268546e+00 1.345299341821940997e+00
1.001200133925952196e+00 1.017004969126944713e+00 1.062611047479468773e+00 1.277896745731816885e+00 1.248870653529367880e+00 1.253534126899156220e+00
1.001511936255884638e+00 1.014037524612597219e+00 1.067259764085479956e+00 1.271564302749371045e+00 1.260602603349682438e+00 1.435209200360165971e+00
1.001629566497263868e+00 1.009599869896014468e+00 1.090566725323072417e+00 1.222331637197055398e+00 1.281195448069021303e+00 1.332354142918511730e+00
1.001872694489059246e+00 1.017550844396506449e+00 1.064626426526290581e+00 1.209148268814002503e+00 1.304822322380675415e+00 1.415408588488096919e+00
1.001304409922727068e+00 1.016790664043586867e+00 1.045322202832990266e+00 1.255800374508220241e+00 1.341705687565217797e+00 1.371105767490105709e+00
1.000318609382428114e+00 1.022084963416528547e+00 1.048686893798884689e+00 1.220793856628466845e+00 1.326314687507458068e+00 1.397690559905288010e+00
1.002168216783424048e+00 1.010160548900884026e+00 1.062303177365417461e+00 1.233096643044070850e+00 1.326589152779698022e+00 1.526635550148954579e+00
1.000768013529624856e+00 1.014708977507835508e+00 1.085373026663013718e+00 1.204781735711064394e+00 1.263605954047599012e+00 1.341422876317715840e+00
1.000557780313157119e+00 1.008409823281855022e+00 1.078079884191589510e+00 1.210971663363962669e+00 1.254271834980928535e+00 1.388556117255479450e+00
1.001573563852326654e+00 1.010512550702940882e+00 1.061193521891466318e+00 1.238458083453288783e+00 1.341039614830526805e+00 1.392432017408313794e+00
1.001213971561016880e+00 1.009614910681996491e+00 1.062495698170917491e+00 1.258572880294056118e+00 1.215999495357429128e+00 1.363516601057145117e+00
1.001725171229721489e+00 1.011374146521850648e+00 1.092700722528553658e+00 1.248863721209559241e+00 1.256696216491955287e+00 1.279074335579859945e+00
1.002187063979443238e+00 1.012169220287792104e+00 1.054452676597620098e+00 1.245875290679629765e+00 1.281978379773069054e+00 1.247356863634618840e+00
1.002978151894929448e+00 1.016147212198862171e+00 1.068889073526411382e+00 1.213410964956990634e+00 1.367593350621761239e+00 1.298387886063952390e+00
1.001463558391704423e+00 1.015215940043563636e+00 1.059463668010278470e+00 1.229091710268025661e+00 1.375947913926165223e+00 1.355834226822128841e+00
1.001827710573109487e+00 1.018818508654713462e+00 1.057108706908615359e+00 1.229582073948767951e+00 1.254339397652873611e+00 1.369338224740501708e+00
1.000401701418591527e+00 1.014961295710995914e+00 1.051305382220867557e+00 1.263538915751883485e+00 1.298190272661489342e+00 1.355395226912315509e+00
1.001121548143637963e+00 1.021636799980476074e+00 1.058973056548787373e+00 1.249156884368133991e+00 1.274527989772212377e+00 1.384659513935418973e+00
