2.881824128999998180e+00 1.646929126455793480e+00 1.783302967652933835e-01
2.966239350000002162e+00 1.178902363534271913e+00 3.722959816757332452e-01
3.258328798000000859e+00 1.426806728767012311e+00 2.622607951494854150e-01
2.855971199999999044e+00 1.565099542288449941e+00 2.400146483301066058e-01
2.181004460000000478e+00 2.931481096271034148e-01 2.050046555874739107e-01
2.855823767000000402e+00 1.667217062765413926e+00 2.472829436223718258e-01
2.584567427999999722e+00 1.870702791449504021e+00 1.549529078071483490e-01
2.241224206000001828e+00 1.709381991060688444e+00 2.399380335287481514e-01
2.684511590000003167e+00 1.602208773677463061e+00 2.952326342908900836e-01
1.960474019999995932e+00 1.404717747366209357e+00 2.178438354012030564e-01
2.278658980000002998e+00 1.544278324882867759e+00 2.561192869105049508e-01
2.538949632999997874e+00 1.557620026026422355e+00 2.286558835212839924e-01
2.337831259999997968e+00 1.556526849533823142e+00 3.232078899441651054e-01
2.149223099000000303e+00 1.404393876341430314e+00 2.096841041729950450e-01
3.131024788999997810e+00 1.510262272082307344e+00 2.930793533014833807e-01
1.562487373999999818e+00 1.315712355406535528e+00 2.240501489307577809e-01
2.414839349999997609e+00 1.475059010973792439e+00 2.656316753444958878e-01
2.716992423999997186e+00 1.387100962123251513e+00 2.706062885813503294e-01
2.602939126000000769e+00 1.391653232176866428e+00 1.520584487677722196e-01
2.687333496000000821e+00 1.609250840466965204e+00 2.781985183255552552e-01
2.370324735000000516e+00 1.376773934859045756e+00 2.390512423551728605e-01
2.758586939999997156e+00 1.508578026904381586e+00 2.745920899736675191e-01
2.726788708999997368e+00 1.749859350881518782e+00 3.320348193454060737e-01
2.589894864999997992e+00 1.567517353710640160e+00 2.255218212747653883e-01
2.686963420000001435e+00 1.586824243299483461e+00 2.652492048635745059e-01
3.175556170000000122e+00 1.833557316865494835e+00 2.773469310130012300e-01
2.355985406999998588e+00 1.408893750357638197e+00 3.723268048579917999e-01
1.660775781999998202e+00 1.831817070100308920e+00 1.867674311174158108e-01
3.485321159000001501e+00 1.485587531607848177e+00 1.837595571710135822e-01
2.774656160000002814e+00 1.520427735484361165e+00 1.817122611161123835e-01
1.653585319000001164e+00 1.734767632193292553e+00 1.577314663269355488e-01
2.485655073000000215e+00 1.614596847571724281e+00 2.282744465589994776e-01
2.396454799999997221e+00 1.662025632026508548e+00 2.486267570556473516e-01
2.417286700000001787e+00 1.764101386856797404e+00 1.871812635645620226e-01
2.716979768000001627e+00 1.425151483947749265e+00 1.786708116465554885e-01
3.412082522999998702e+00 1.760934411527346422e+00 2.989939982424338338e-01
2.531116149999999010e+00 1.638741914433703428e+00 3.181360635335702125e-01
2.489571249000000819e+00 1.454764000269860302e+00 1.758584050435233193e-01
2.767401031000002121e+00 1.755108578736538583e+00 2.103462647046475398e-01
1.992459779000000708e+00 1.343446515245074746e+00 3.209674425279515630e-01
2.135479686000000044e+00 1.422371401840624605e+00 2.136929767493421228e-01
2.504830638000001386e+00 1.836961888655137098e+00 2.072941209648123950e-01
3.312151474000000206e+00 1.551024870014882318e+00 3.072997577661611412e-01
3.722540119999997899e+00 1.605330975406197513e+00 3.185237746317388097e-01
2.375669680000001449e+00 1.527464555560322790e+00 2.228463301722696799e-01
2.010377212000001634e+00 1.306774325813651050e+00 2.074592526528760972e-01
2.582622437999997800e+00 1.544044813074940237e+00 2.523982032096461214e-01
2.623554304999998976e+00 1.612103924291772739e+00 2.049997267403546319e-01
2.834483509999998319e+00 1.474810943259440066e+00 2.747853743087222411e-01
2.660814663000000024e+00 1.747273943108058836e+00 2.123681433408323715e-01
1.976524901000001222e+00 1.312380638034898794e+00 2.724845694822921605e-01
1.755243808999995991e+00 1.562150518210155381e+00 3.234633424161821313e-01
2.961377033000001546e+00 1.523119359004331486e+00 1.762871678174568468e-01
2.192937785000001583e+00 1.821756447990868555e+00 1.682660820847999561e-01
3.681352887999999268e+00 1.885924588848442385e+00 2.666051667771756617e-01
2.580738546999999272e+00 1.662140533644457019e+00 1.685365422347623598e-01
1.700692358999997822e+00 1.294113226769022074e+00 3.661510833786360553e-01
2.761027591000001280e+00 1.718648286594285590e+00 2.707963838595991990e-01
3.481727730000002907e+00 1.538684912844480834e+00 1.925970611487541340e-01
3.118684647999998560e+00 1.684081717377165832e+00 2.108993999044929957e-01
2.939844944999997267e+00 1.486957898718453297e+00 2.972698900009165812e-01
2.316344499999999584e+00 1.711287692849923436e+00 2.642332340909284150e-01
1.827395353000000000e+00 1.316621681465512284e+00 1.590751156028537561e-01
2.880076464999998365e+00 1.583145932921204313e+00 2.438646063236371564e-01
3.403028114999997911e+00 1.689427100474280463e+00 1.657535680996410632e-01
2.703432619000000869e+00 1.674549673226341406e+00 2.829972449501612086e-01
2.670648801000002237e+00 1.454781325182297413e+00 1.941924175960199339e-01
2.964394464000001506e+00 1.531885473889234683e+00 2.712691580843394346e-01
2.458851121000002138e+00 1.479387034191132155e+00 1.864353806838421890e-01
2.720433675999998968e+00 1.548376733935619365e+00 3.082464508297816930e-01
3.179961997000003038e+00 1.542040437498525929e+00 2.489219565263557643e-01
2.097649831000001797e+00 1.489858660794600720e+00 2.625830100129852851e-01
1.536947690999998173e+00 1.570967102695490336e+00 3.176241797646701115e-01
3.018291723999997345e+00 1.540669273904426761e+00 3.130740476061207311e-01
4.007438322999998803e+00 1.704736591320559436e+00 3.480996068684685807e-01
3.046804975999997112e+00 1.374975893657290005e+00 2.420521793290204282e-01
2.095616338999999329e+00 1.690798621984288319e+00 2.130128017513801264e-01
3.221424514999998934e+00 1.566952960773120518e+00 2.819609951395683489e-01
3.401426328999995974e+00 1.841393637894800372e+00 2.486572847595532876e-01
2.029730066000002608e+00 1.436288108965049215e+00 2.425586220295808948e-01
2.190010456999996080e+00 1.638451867815328367e+00 2.454432782909457267e-01
2.926428043999997897e+00 1.420648154621055870e+00 2.662158214674361645e-01
2.055219879999999222e+00 1.406740795632914320e+00 2.085884514322895178e-01
1.536311923999999607e+00 1.987757176575557727e+00 1.771779792579079582e-01
2.654805748999997661e+00 1.597329017863529543e+00 3.199342817402531791e-01
2.095404865000002559e+00 1.525750099824811024e+00 2.781409895345173799e-01
1.694659827999998924e+00 1.355309236523771332e+00 2.527460243748352320e-01
2.297607274000000643e+00 1.343045404923152830e+00 2.872496688912996032e-01
2.036578282000000684e+00 1.615299255415791668e+00 2.486783613396319759e-01
3.336165935999996890e+00 2.113898243135238886e+00 3.723466121447362998e-01
4.036627809000002287e+00 1.770472619593961738e+00 3.548776553207395601e-01
2.664350972999997680e+00 1.245957961899946342e+00 3.429311089941231017e-01
3.335225747999999157e+00 1.488299222624341223e+00 3.375720646642197398e-01
2.641109310000000931e+00 1.695907329925143925e+00 3.174428849560648747e-01
2.570254852999998008e+00 1.671848989297175292e+00 2.252380671272412038e-01
2.860349365999997673e+00 1.495986199957374696e+00 1.792814012832017190e-01
2.990668518000003218e+00 1.416816829352804730e+00 2.494591239636510249e-01
3.114544352999995880e+00 1.566043984423638236e+00 1.820693213335267402e-01
3.762857177000000775e+00 1.631004156585415199e+00 3.402157452923768033e-01
3.259800221999999081e+00 1.315751646729748536e+00 3.724003549221950315e-01
2.098525434999995554e+00 1.508538898168132247e+00 1.603670249842942819e-01
2.005624669999999554e+00 1.590520285467657891e+00 2.780750964955097104e-01
2.902524878000001252e+00 1.664494790390589563e+00 2.912869093450600744e-01
3.047071402000000262e+00 1.273723531669876952e+00 2.556651366073919851e-01
3.505234506000000749e+00 1.725058657597383860e+00 1.411132198970171669e-01
2.545189010999997947e+00 1.490740183923994433e+00 3.080008317071726842e-01
3.274891000000000219e+00 1.804706533934083312e+00 1.836604017312550852e-01
2.329026808999998366e+00 1.758421019475352010e+00 2.169477794957364036e-01
2.131935432999998881e+00 1.467297652421823972e+00 2.225351308213227297e-01
3.452229520999999579e+00 1.558528557684352833e+00 2.485022234330327429e-01
2.830808212000000879e+00 1.825820834711058716e+00 1.965835336173560044e-01
1.714487689999995013e+00 1.401347669345944347e+00 2.509304812622511482e-01
2.370764270999998757e+00 1.627262642311966268e+00 2.350751522513984115e-01
3.788984385999999205e+00 1.610190389480724571e+00 2.069624911538718026e-01
2.716827633999997715e+00 1.626236060810453576e+00 2.620414303370657283e-01
2.617196638000002906e+00 1.263784417361202062e+00 2.860263644682127238e-01
2.446174368000001209e+00 1.300297543543852852e+00 2.881124374019611301e-01
2.735748720000000134e+00 1.701266636142769295e+00 2.753300705372386803e-01
2.319720760999995690e+00 1.487931094918238717e+00 2.301701390428211869e-01
2.764952039999997169e+00 1.514607173948470997e+00 2.111872604290743194e-01
3.499019724000000053e+00 1.396527972839119114e+00 2.859038887751910729e-01
2.469224528000001584e+00 1.381263485084930798e+00 2.873121309291780112e-01
2.409327864000001540e+00 1.543511370772484348e+00 2.376811861981964480e-01
3.012752579999997238e+00 1.683241423222237021e+00 3.033450815737434025e-01
2.798854460000001154e+00 1.516366472424328871e+00 2.403596144663228407e-01
2.572177790999997882e+00 1.367061151381931738e+00 2.679785564003203668e-01
2.456977927000000506e+00 1.418184849328222530e+00 3.096585804107461204e-01
2.542037366999998937e+00 1.398406956538472024e+00 2.526763435501402921e-01
2.521722738000001129e+00 1.552446168396375281e+00 2.648889491551956188e-01
1.663158264000003328e+00 1.613792194868645336e+00 2.191760071739842219e-01
2.718940772000003392e+00 1.332507570280220044e+00 2.828825590707001458e-01
2.678023651999996702e+00 1.574558046573721670e+00 3.122660089209453038e-01
2.982142927999998250e+00 1.588245092035200257e+00 2.425169937003691933e-01
3.206724077000000506e+00 1.532076600471305339e+00 2.901921347766481252e-01
2.299334448999999836e+00 1.669829411239879713e+00 2.323808152348253997e-01
3.621796821000000222e+00 2.237087817612421148e+00 1.987462631481080044e-01
1.789293305999997585e+00 1.575381094365128076e+00 2.128926189097925248e-01
4.009516216999998051e+00 1.583772352736498190e+00 2.884265432723631672e-01
2.417292459000000449e+00 1.564015896614233458e+00 2.181477233300305740e-01
2.169500993000003319e+00 1.134369496756150619e+00 3.283240571461777946e-01
2.264543207999995644e+00 1.489169015190351164e+00 2.262345584396776021e-01
3.179019462999999490e+00 1.513535013963917431e+00 1.983904189591645384e-01
2.728994677999999396e+00 1.415361939844306693e+00 2.503431708136014677e-01
2.679078400000001636e+00 1.568967172038943536e+00 2.783877971565583143e-01
2.143465440000003497e+00 1.638759932409794118e+00 1.992416561822639987e-01
2.332016309999996651e+00 1.750025010468758691e+00 1.814620993995392229e-01
3.147438160000000096e+00 1.538591952149563680e+00 2.197432215361292962e-01
3.194269789999999887e+00 1.584380837907587436e+00 3.026488945294513178e-01
2.693970339999999908e+00 1.624239137285187651e+00 3.014388982950449991e-01
3.965763419999998263e+00 1.620242803658273889e+00 2.015767650645855502e-01
2.606312622999997330e+00 1.367255248385441657e+00 2.700094658791932778e-01
1.962701388999995800e+00 1.421416759476961111e+00 2.432910757527801116e-01
3.160920910000001527e+00 1.290231151973752599e+00 3.723463315461705281e-01
2.855616959999998983e+00 1.668445718930426702e+00 2.718244812317602843e-01
2.010489020000001403e+00 1.641513032459923638e+00 2.212899438927398987e-01
2.905271620000004162e+00 1.742501403405725346e+00 1.951894321229845908e-01
3.090601708999997754e+00 1.486323602339206573e+00 2.095487429431078796e-01
